Pair Index,Match Cmd,Evasion Cmd,Equivalent
1756,"{'user': 'system', 'hash': ['2a3557dd3913f8d7cc5a5703083424d8', 'e0731448a15ffac9f20a82eae95d97733fbcd227d1eab7264f8fde14503f3494']}","{'user': 'system', 'hash': ['fc9a9c09b35a93f76a03d5e355fa862c', 'b7ed57b9d39d547ba2927fc5f02c2475bf131fdb8ad40ffde72c966506756b56']}",False
1757,"{'md5': '2a3557dd3913f8d7cc5a5703083424d8', 'sha256': 'e0731448a15ffac9f20a82eae95d97733fbcd227d1eab7264f8fde14503f3494'}","{'md5': 'fc9a9c09b35a93f76a03d5e355fa862c', 'sha256': 'b7ed57b9d39d547ba2927fc5f02c2475bf131fdb8ad40ffde72c966506756b56'}",False
1758,"{'provider_name': 'microsoft-windows-sysmon', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'process': {'pid': 1928, 'thread': {'id': 1716}}, 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog', 'computer_name': 'client1.breach.local', 'version': 5, 'event_data': {'company': 'microsoft corporation', 'logonguid': '{19fc45ac-768f-601c-0000-0020e7030000}', 'product': 'microsoft® windows® operating system', 'integritylevel': 'system', 'terminalsessionid': '0', 'description': 'application impact telemetry agent', 'logonid': '0x3e7', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)'}, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'record_id': 1467}","{'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'record_id': 1635, 'computer_name': 'client1.breach.local', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'event_data': {'company': 'mozilla foundation', 'logonid': '0x3e7', 'product': 'firefox', 'fileversion': '46.0.1', 'terminalsessionid': '0', 'originalfilename': 'maintenanceservice.exe', 'logonguid': '{19fc45ac-768f-601c-0000-0020e7030000}', 'integritylevel': 'system'}, 'api': 'wineventlog', 'process': {'pid': 1928, 'thread': {'id': 1716}}, 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'channel': 'microsoft-windows-sysmon/operational', 'version': 5}",False
1759,"{'created': '2021-02-05t01:30:00.174z', 'kind': 'event', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)'}","{'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-05t10:10:18.369z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1}",False
1760,2021-02-04t22:34:58.218z,2021-02-04t23:00:52.740z,False
1761,"{'hash': ['edc79826e21859e93a875dfc087606c5', 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'], 'user': 'client1'}","{'user': 'system', 'hash': ['209a3b1901b83aeb8527ed211cce9e4c', '1a431f6409f8e0531f600f8f988ecececb902da26bbaaf1de74a5cac29a7cb44']}",False
1762,"{'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}","{'sha256': '1a431f6409f8e0531f600f8f988ecececb902da26bbaaf1de74a5cac29a7cb44', 'md5': '209a3b1901b83aeb8527ed211cce9e4c'}",False
1763,"""c:\program files\python35-32\python.exe"" ""c:\breach\init_tbf_client.py""",c:\windows\system32\vssvc.exe,False
1764,"{'version': 5, 'event_id': 1, 'process': {'thread': {'id': 1716}, 'pid': 1928}, 'event_data': {'description': 'python', 'terminalsessionid': '1', 'fileversion': '3.5.2', 'company': 'python software foundation', 'logonguid': '{19fc45ac-7690-601c-0000-002053fb0000}', 'product': 'python', 'integritylevel': 'medium', 'originalfilename': 'python.exe', 'logonid': '0xfb53'}, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1346, 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'api': 'wineventlog', 'computer_name': 'client1.breach.local'}","{'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'event_data': {'company': 'microsoft corporation', 'logonid': '0x3e7', 'originalfilename': 'vssvc.exe', 'terminalsessionid': '0', 'description': 'microsoft® volume shadow copy service', 'integritylevel': 'system', 'product': 'microsoft® windows® operating system', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)'}, 'computer_name': 'client3.breach.local', 'version': 5, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1487, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog'}",False
1765,"{'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:37:09.058z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event'}","{'action': 'process create (rule: processcreate)', 'created': '2021-02-04t23:00:53.816z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}",False
1766,"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client1', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'name': 'client1.breach.local'}","{'name': 'client3.breach.local', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}}",False
1767,"{'args': ['c:\\program files\\python35-32\\python.exe', 'c:\\breach\\init_tbf_client.py'], 'entity_id': '{19fc45ac-7692-601c-0000-0010d87a0100}', 'pid': 1724, 'parent': {'name': 'py.exe', 'args': ['c:\\windows\\py.exe', 'c:\\breach\\init_tbf_client.py'], 'entity_id': '{19fc45ac-7692-601c-0000-001077680100}', 'pid': 1620, 'executable': 'c:\\windows\\py.exe', 'command_line': '""c:\\windows\\py.exe"" ""c:\\breach\\init_tbf_client.py"" '}, 'name': 'python.exe', 'executable': 'c:\\program files\\adfind.exe', 'command_line': 'adfind -subnets -f (objectcategory=subnet)', 'working_directory': 'c:\\breach\\', 'hash': {'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}}","{'pid': 1336, 'executable': 'c:\\program files\\adfind.exe', 'command_line': 'adfind -subnets -f (o""b""j""e""c""t""c""a""t""e""g""o""r""y=subnet)', 'name': 'vssvc.exe', 'hash': {'md5': '209a3b1901b83aeb8527ed211cce9e4c', 'sha256': '1a431f6409f8e0531f600f8f988ecececb902da26bbaaf1de74a5cac29a7cb44'}, 'entity_id': '{19fc45ac-7ca4-601c-0000-00109fb60b00}', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440}, 'args': ['c:\\windows\\system32\\vssvc.exe']}",False
1768,"{'domain': 'breach', 'name': 'client1'}","{'domain': 'nt authority', 'name': 'system'}",False
1769,"{'hostname': 'client1', 'ephemeral_id': '486f7872-9118-4349-8630-511973cdbf72', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2'}","{'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3', 'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}",False
1770,2021-02-04t22:34:58.218z,2021-02-04t22:27:20.203z,False
1771,"{'hash': ['edc79826e21859e93a875dfc087606c5', 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'], 'user': 'client1'}","{'user': 'setup', 'hash': ['452fa961163ef4aee4815796a13ab2cf', '14dc422082f96f5c21c41a5e5f6e8445547cc4b02b18f0a86a34669ca2ce18a7']}",False
1772,"{'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}","{'md5': '452fa961163ef4aee4815796a13ab2cf', 'sha256': '14dc422082f96f5c21c41a5e5f6e8445547cc4b02b18f0a86a34669ca2ce18a7'}",False
1773,"""c:\program files\python35-32\python.exe"" ""c:\breach\init_tbf_client.py""","""c:\program files\adobe\reader 9.0\reader\reader_sl.exe""",False
1774,"{'version': 5, 'event_id': 1, 'process': {'thread': {'id': 1716}, 'pid': 1928}, 'event_data': {'description': 'python', 'terminalsessionid': '1', 'fileversion': '3.5.2', 'company': 'python software foundation', 'logonguid': '{19fc45ac-7690-601c-0000-002053fb0000}', 'product': 'python', 'integritylevel': 'medium', 'originalfilename': 'python.exe', 'logonid': '0xfb53'}, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1346, 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'api': 'wineventlog', 'computer_name': 'client1.breach.local'}","{'process': {'pid': 1896, 'thread': {'id': 1392}}, 'event_id': 1, 'api': 'wineventlog', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5, 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'event_data': {'integritylevel': 'high', 'company': 'adobe systems incorporated', 'terminalsessionid': '1', 'logonguid': '{19fc45ac-74c5-601c-0000-0020f4ff0000}', 'logonid': '0xfff4', 'description': 'adobe acrobat speedlauncher', 'product': 'adobe acrobat', 'fileversion': '9.1.0.2009022700', 'originalfilename': 'acrospeedlaunch.exe'}, 'record_id': 1174, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'computer_name': 'client'}",False
1775,"{'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:37:09.058z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event'}","{'code': 1, 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:11.355z', 'kind': 'event'}",False
1776,"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client1', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'name': 'client1.breach.local'}","{'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'architecture': 'x86', 'os': {'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'name': 'client'}",False
1777,"{'args': ['c:\\program files\\python35-32\\python.exe', 'c:\\breach\\init_tbf_client.py'], 'entity_id': '{19fc45ac-7692-601c-0000-0010d87a0100}', 'pid': 1724, 'parent': {'name': 'py.exe', 'args': ['c:\\windows\\py.exe', 'c:\\breach\\init_tbf_client.py'], 'entity_id': '{19fc45ac-7692-601c-0000-001077680100}', 'pid': 1620, 'executable': 'c:\\windows\\py.exe', 'command_line': '""c:\\windows\\py.exe"" ""c:\\breach\\init_tbf_client.py"" '}, 'name': 'python.exe', 'executable': 'c:\\program files\\adfind.exe', 'command_line': 'adfind -subnets -f (objectcategory=subnet)', 'working_directory': 'c:\\breach\\', 'hash': {'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}}","{'working_directory': 'c:\\windows\\system32\\', 'parent': {'executable': 'c:\\windows\\explorer.exe', 'command_line': 'c:\\windows\\explorer.exe', 'name': 'explorer.exe', 'args': ['c:\\windows\\explorer.exe'], 'entity_id': '{19fc45ac-74c6-601c-0000-0010e21b0100}', 'pid': 1292}, 'args': ['c:\\program files\\adobe\\reader 9.0\\reader\\reader_sl.exe'], 'hash': {'md5': '452fa961163ef4aee4815796a13ab2cf', 'sha256': '14dc422082f96f5c21c41a5e5f6e8445547cc4b02b18f0a86a34669ca2ce18a7'}, 'executable': 'c:\\program files\\adfind.exe', 'command_line': 'c:\\program files\\adfind.exe -b dc=contoso,dc=com -f ""object""category=person"" displayname -sl', 'name': 'reader_sl.exe', 'entity_id': '{19fc45ac-74c8-601c-0000-0010e87c0100}', 'pid': 1596}",False
1778,"{'domain': 'breach', 'name': 'client1'}","{'domain': 'client', 'name': 'setup'}",False
1779,"{'hostname': 'client1', 'ephemeral_id': '486f7872-9118-4349-8630-511973cdbf72', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2'}","{'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2'}",False
1780,2021-02-04t22:34:58.218z,2021-02-05t10:10:17.414z,False
1781,"{'hash': ['edc79826e21859e93a875dfc087606c5', 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'], 'user': 'client1'}","{'user': 'client1', 'hash': ['34eab3d9eec7f639beb243fca6a4bd79', '1b971ae0ac544af8d734d43ebf75a19b4d06d4839af220084e50f89316b44e04']}",False
1782,"{'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}","{'md5': '34eab3d9eec7f639beb243fca6a4bd79', 'sha256': '1b971ae0ac544af8d734d43ebf75a19b4d06d4839af220084e50f89316b44e04'}",False
1783,"""c:\program files\python35-32\python.exe"" ""c:\breach\init_tbf_client.py""","""c:\program files\mozilla firefox\uninstall\helper.exe"" /updateshortcutappusermodelids",False
1784,"{'version': 5, 'event_id': 1, 'process': {'thread': {'id': 1716}, 'pid': 1928}, 'event_data': {'description': 'python', 'terminalsessionid': '1', 'fileversion': '3.5.2', 'company': 'python software foundation', 'logonguid': '{19fc45ac-7690-601c-0000-002053fb0000}', 'product': 'python', 'integritylevel': 'medium', 'originalfilename': 'python.exe', 'logonid': '0xfb53'}, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1346, 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'api': 'wineventlog', 'computer_name': 'client1.breach.local'}","{'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'process': {'pid': 1928, 'thread': {'id': 1716}}, 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'api': 'wineventlog', 'opcode': 'info', 'event_data': {'company': 'mozilla corporation', 'integritylevel': 'medium', 'terminalsessionid': '1', 'product': 'firefox', 'originalfilename': 'helper.exe', 'fileversion': '43.0.1', 'description': 'firefox helper', 'logonid': '0xfb53', 'logonguid': '{19fc45ac-7690-601c-0000-002053fb0000}'}, 'event_id': 1, 'record_id': 1653, 'computer_name': 'client1.breach.local'}",False
1785,"{'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:37:09.058z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event'}","{'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'action': 'process create (rule: processcreate)', 'created': '2021-02-05t10:10:18.511z'}",False
1786,"{'args': ['c:\\program files\\python35-32\\python.exe', 'c:\\breach\\init_tbf_client.py'], 'entity_id': '{19fc45ac-7692-601c-0000-0010d87a0100}', 'pid': 1724, 'parent': {'name': 'py.exe', 'args': ['c:\\windows\\py.exe', 'c:\\breach\\init_tbf_client.py'], 'entity_id': '{19fc45ac-7692-601c-0000-001077680100}', 'pid': 1620, 'executable': 'c:\\windows\\py.exe', 'command_line': '""c:\\windows\\py.exe"" ""c:\\breach\\init_tbf_client.py"" '}, 'name': 'python.exe', 'executable': 'c:\\program files\\adfind.exe', 'command_line': 'adfind -subnets -f (objectcategory=subnet)', 'working_directory': 'c:\\breach\\', 'hash': {'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}}","{'entity_id': '{19fc45ac-1989-601d-0000-001030636800}', 'working_directory': 'c:\\program files\\', 'parent': {'args': ['c:\\windows\\system32\\cmd.exe'], 'entity_id': '{19fc45ac-1987-601d-0000-001000276800}', 'pid': 4032, 'executable': 'c:\\windows\\system32\\cmd.exe', 'command_line': '""c:\\windows\\system32\\cmd.exe""', 'name': 'cmd.exe'}, 'name': 'adfind.exe', 'args': ['adfind', '-h', '172.16.0.2:389', '-f', '""object""category=organizationalunit'], 'hash': {'sha256': '1b971ae0ac544af8d734d43ebf75a19b4d06d4839af220084e50f89316b44e04', 'md5': '34eab3d9eec7f639beb243fca6a4bd79'}, 'pid': 1800, 'executable': 'c:\\program files\\adfind.exe', 'command_line': 'adfind -h 172.16.0.2:389 -f ""object""category=organizationalunit'}",False
1787,2021-02-05t04:02:00.125z,2021-02-04t20:11:52.716z,False
1788,"{'user': 'system', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'breach', 'hash': ['eb32c070e658937aa9fa9f3ae629b2b8', '70ba57fb0bf2f34b86426d21559f5f6d05c1268193904de8e959d7b06ce964ce']}",False
1789,"{'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}","{'md5': 'eb32c070e658937aa9fa9f3ae629b2b8', 'sha256': '70ba57fb0bf2f34b86426d21559f5f6d05c1268193904de8e959d7b06ce964ce'}",False
1790,"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': 'd5d7daa0-c0ba-4d39-9140-3b4a4308a222'}","{'version': '7.10.2', 'hostname': 'client', 'ephemeral_id': '8d71002f-bbaa-43e7-9f1b-6316d51fcd53', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client', 'type': 'winlogbeat'}",False
1791,"{'opcode': 'info', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'api': 'wineventlog', 'process': {'thread': {'id': 1804}, 'pid': 1704}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'task': 'process create (rule: processcreate)', 'computer_name': 'client2.breach.local', 'event_data': {'company': 'adobe systems incorporated', 'logonguid': '{19fc45ac-76d8-601c-0000-0020e7030000}', 'integritylevel': 'system', 'product': 'adobe® flash® player update service', 'description': 'adobe® flash® player update service 18.0 r0', 'terminalsessionid': '0', 'fileversion': '18,0,0,194', 'originalfilename': '?', 'logonid': '0x3e7'}, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1507, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5}","{'api': 'wineventlog', 'process': {'pid': 1524, 'thread': {'id': 1780}}, 'channel': 'microsoft-windows-sysmon/operational', 'computer_name': 'client', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1114, 'version': 5, 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'event_data': {'logonid': '0x25612', 'originalfilename': 'powershell.exe', 'description': 'windows powershell', 'product': 'microsoft® windows® operating system', 'terminalsessionid': '1', 'fileversion': '10.0.14409.1005 (rs1_srvoob.161208-1155)', 'company': 'microsoft corporation', 'integritylevel': 'high', 'logonguid': '{19fc45ac-53ad-601c-0000-002012560200}'}, 'event_id': 1}",False
1792,"{'entity_id': '{19fc45ac-c338-601c-0000-00101ca44000}', 'executable': 'c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe', 'name': 'flashplayerupdateservice.exe', 'args': ['c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}, 'pid': 3652, 'command_line': 'reg add ""hkey_current_user\\software\\microsoft\\windows\\currentversion\\run"" /v ""svchos"" /t reg_sz /d ""c:\\users\\public\\qsibk.exe"" /f ', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'name': 'taskeng.exe', 'args': ['taskeng.exe', '{1a521085-e7bb-48e2-805f-b0984d13ec1c}', 's-1-5-18:nt', 'authority\\system:service:'], 'entity_id': '{19fc45ac-c338-601c-0000-00105ea24000}', 'pid': 1248, 'executable': 'c:\\windows\\system32\\taskeng.exe', 'command_line': 'taskeng.exe {1a521085-e7bb-48e2-805f-b0984d13ec1c} s-1-5-18:nt authority\\system:service:'}}","{'executable': 'c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe', 'command_line': 'reg add ""hkey_current_user\\software\\microsoft\\windows\\currentversion\\run"" /v ""svchos"" /t reg_sz /d ""c:\\us""er""s\\pu""bl""ic\\qsibk.exe"" /f ', 'working_directory': 'c:\\users\\breach\\', 'parent': {'pid': 1876, 'executable': 'c:\\windows\\explorer.exe', 'command_line': 'c:\\windows\\explorer.exe', 'name': 'explorer.exe', 'args': ['c:\\windows\\explorer.exe'], 'entity_id': '{19fc45ac-53af-601c-0000-0010e7660300}'}, 'args': ['c:\\windows\\system32\\windowspowershell\\v1.0\\powershell.exe'], 'entity_id': '{19fc45ac-5508-601c-0000-001011c60b00}', 'pid': 3988, 'name': 'powershell.exe', 'hash': {'md5': 'eb32c070e658937aa9fa9f3ae629b2b8', 'sha256': '70ba57fb0bf2f34b86426d21559f5f6d05c1268193904de8e959d7b06ce964ce'}}",False
1793,"{'hostname': 'client2', 'name': 'client2.breach.local', 'architecture': 'x86', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}","{'name': 'client', 'architecture': 'x86', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client'}",False
1794,"{'domain': 'nt authority', 'name': 'system'}","{'domain': 'client', 'name': 'breach'}",False
1795,c:\windows\system32\macromed\flash\flashplayerupdateservice.exe,"""c:\windows\system32\windowspowershell\v1.0\powershell.exe""",False
1796,"{'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'action': 'process create (rule: processcreate)', 'created': '2021-02-05t04:02:00.490z', 'kind': 'event', 'code': 1}","{'created': '2021-02-04t20:30:49.650z', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)'}",False
1797,2021-02-05t04:02:00.125z,2021-02-04t22:29:01.968z,False
1798,"{'user': 'system', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'system', 'hash': ['27945cf21e17afbff1e31993aaee4551', 'e24137efc6215fcd27479e0c1c455518b1d39f75b8cf67e8a9b46dcddcecb350']}",False
1799,"{'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}","{'md5': '27945cf21e17afbff1e31993aaee4551', 'sha256': 'e24137efc6215fcd27479e0c1c455518b1d39f75b8cf67e8a9b46dcddcecb350'}",False
