Match Value,Evasion Value
2021-02-05T02:02:00.377Z,2021-02-04T23:00:37.488Z
"{'entity_id': '{19FC45AC-A718-601C-0000-0010E6C02100}', 'command_line': 'cscript C:\\ProgramData\\System\\update.vbs install', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'pid': 532, 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'FlashPlayerUpdateService.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'command_line': 'cscript.exe ""C"":\\U""se""rs\\Alice\\helper.v""b""a run', 'working_directory': 'C:\\Users\\client2\\AppData\\Local\\Temp\\SDIAG_48f926c1-3306-4e3d-8c87-5812d0551052\\', 'parent': {'entity_id': '{19FC45AC-7C94-601C-0000-0010BA1B0C00}', 'pid': 4028, 'executable': 'C:\\Windows\\System32\\sdiagnhost.exe', 'command_line': 'C:\\Windows\\System32\\sdiagnhost.exe -Embedding', 'name': 'sdiagnhost.exe', 'args': ['C:\\Windows\\System32\\sdiagnhost.exe', '-Embedding']}, 'name': 'csc.exe', 'args': ['C:\\Windows\\Microsoft.NET\\Framework\\v2.0.50727\\csc.exe', '/noconfig', '/fullpaths', '@C:\\Users\\client2\\AppData\\Local\\Temp\\zyhczvr_.cmdline'], 'entity_id': '{19FC45AC-7C95-601C-0000-001036270C00}', 'pid': 3988, 'executable': 'C:\\Windows\\system32\\cscript.exe', 'hash': {'sha256': '037fc52b8fc6089338eb456f2b45638ed36c42a4dca7ace391d166b2329838a1', 'md5': '3d7d2e825c63ff501e896cf008c70d75'}}"
"{'user': 'SYSTEM', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'client2', 'hash': ['3d7d2e825c63ff501e896cf008c70d75', '037fc52b8fc6089338eb456f2b45638ed36c42a4dca7ace391d166b2329838a1']}"
"{'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'record_id': 1577, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'opcode': 'Info', 'computer_name': 'CLIENT3.breach.local', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'Product': 'Adobe® Flash® Player Update Service', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'LogonId': '0x3e7', 'OriginalFileName': '?', 'Company': 'Adobe Systems Incorporated', 'FileVersion': '18,0,0,194'}, 'api': 'wineventlog'}","{'provider_name': 'Microsoft-Windows-Sysmon', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'api': 'wineventlog', 'computer_name': 'CLIENT2.breach.local', 'process': {'pid': 1704, 'thread': {'id': 1804}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Description': 'Visual C# Command Line Compiler', 'Product': 'Microsoft® Visual Studio® 2005', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-76D9-601C-0000-002027FB0000}', 'LogonId': '0xfb27', 'FileVersion': '8.0.50727.4927 (NetFXspW7.050727-4900)', 'OriginalFileName': 'csc.exe', 'Company': 'Microsoft Corporation', 'IntegrityLevel': 'Medium'}, 'record_id': 1399, 'task': 'Process Create (rule: ProcessCreate)', 'opcode': 'Info', 'version': 5, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}}"
"{'type': ['start', 'process_start'], 'created': '2021-02-05T02:02:02.152Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'category': ['process']}","{'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T23:00:39.202Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon'}"
"{'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d', 'md5': '1234a12b71dae034e45c714ae5a54412'}","{'md5': '3d7d2e825c63ff501e896cf008c70d75', 'sha256': '037fc52b8fc6089338eb456f2b45638ed36c42a4dca7ace391d166b2329838a1'}"
"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3'}","{'version': '7.10.2', 'hostname': 'CLIENT2', 'ephemeral_id': 'd5d7daa0-c0ba-4d39-9140-3b4a4308a222', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT2', 'type': 'winlogbeat'}"
"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'name': 'CLIENT3.breach.local', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}}","{'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'name': 'CLIENT2.breach.local', 'hostname': 'CLIENT2', 'architecture': 'x86', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102']}"
"Process Create:
RuleName: 
UtcTime: 2021-02-05 02:02:00.377
ProcessGuid: {19FC45AC-A718-601C-0000-0010E6C02100}
ProcessId: 532
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-76E7-601C-0000-001081630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe","Process Create:
RuleName: 
UtcTime: 2021-02-04 23:00:37.488
ProcessGuid: {19FC45AC-7C95-601C-0000-001036270C00}
ProcessId: 3988
Image: C:\Windows\Microsoft.NET\Framework\v2.0.50727\csc.exe
FileVersion: 8.0.50727.4927 (NetFXspW7.050727-4900)
Description: Visual C# Command Line Compiler
Product: Microsoft® Visual Studio® 2005
Company: Microsoft Corporation
OriginalFileName: csc.exe
CommandLine: ""C:\Windows\Microsoft.NET\Framework\v2.0.50727\csc.exe"" /noconfig /fullpaths @""C:\Users\client2\AppData\Local\Temp\zyhczvr_.cmdline""
CurrentDirectory: C:\Users\client2\AppData\Local\Temp\SDIAG_48f926c1-3306-4e3d-8c87-5812d0551052\
User: BREACH\client2
LogonGuid: {19FC45AC-76D9-601C-0000-002027FB0000}
LogonId: 0xfb27
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=3D7D2E825C63FF501E896CF008C70D75,SHA256=037FC52B8FC6089338EB456F2B45638ED36C42A4DCA7ACE391D166B2329838A1
ParentProcessGuid: {19FC45AC-7C94-601C-0000-0010BA1B0C00}
ParentProcessId: 4028
ParentImage: C:\Windows\System32\sdiagnhost.exe
ParentCommandLine: C:\Windows\System32\sdiagnhost.exe -Embedding"
"{'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}","{'domain': 'BREACH', 'name': 'client2'}"
2021-02-05T02:02:00.377Z,2021-02-04T22:28:28.062Z
"{'entity_id': '{19FC45AC-A718-601C-0000-0010E6C02100}', 'command_line': 'cscript C:\\ProgramData\\System\\update.vbs install', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'pid': 532, 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'FlashPlayerUpdateService.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'command_line': 'cscript ""C:\\ProgramData\\System\\update.vbs"" install', 'working_directory': 'C:\\Windows\\system32\\', 'args': ['LogonUI.exe', '/flags:0x1'], 'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}, 'entity_id': '{19FC45AC-750C-601C-0000-0010A78F0300}', 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'LogonUI.exe', 'pid': 3212, 'parent': {'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe'], 'entity_id': '{19FC45AC-74F6-601C-0000-001053590000}', 'pid': 348, 'executable': 'C:\\Windows\\System32\\wininit.exe'}}"
"{'user': 'SYSTEM', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'SYSTEM', 'hash': ['3ef0d8ab08385aab5802e773511a2e6a', '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6']}"
"{'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'record_id': 1577, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'opcode': 'Info', 'computer_name': 'CLIENT3.breach.local', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'Product': 'Adobe® Flash® Player Update Service', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'LogonId': '0x3e7', 'OriginalFileName': '?', 'Company': 'Adobe Systems Incorporated', 'FileVersion': '18,0,0,194'}, 'api': 'wineventlog'}","{'event_data': {'LogonId': '0x3e7', 'Description': 'Windows Logon User Interface Host', 'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'IntegrityLevel': 'System', 'Company': 'Microsoft Corporation', 'OriginalFileName': 'logonui.exe', 'Product': 'Microsoft® Windows® Operating System', 'LogonGuid': '{19FC45AC-74F7-601C-0000-0020E7030000}', 'TerminalSessionId': '0'}, 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1261, 'process': {'pid': 1516, 'thread': {'id': 1780}}, 'event_id': 1, 'api': 'wineventlog', 'opcode': 'Info', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'task': 'Process Create (rule: ProcessCreate)', 'computer_name': 'CLIENT3', 'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}}"
"{'type': ['start', 'process_start'], 'created': '2021-02-05T02:02:02.152Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'category': ['process']}","{'type': ['start', 'process_start'], 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:13.162Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'module': 'sysmon', 'category': ['process']}"
"{'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d', 'md5': '1234a12b71dae034e45c714ae5a54412'}","{'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6', 'md5': '3ef0d8ab08385aab5802e773511a2e6a'}"
"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3'}","{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978'}"
"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'name': 'CLIENT3.breach.local', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}}","{'hostname': 'CLIENT3', 'architecture': 'x86', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'name': 'CLIENT3', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}"
"Process Create:
RuleName: 
UtcTime: 2021-02-05 02:02:00.377
ProcessGuid: {19FC45AC-A718-601C-0000-0010E6C02100}
ProcessId: 532
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-76E7-601C-0000-001081630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:28.062
ProcessGuid: {19FC45AC-750C-601C-0000-0010A78F0300}
ProcessId: 3212
Image: C:\Windows\System32\LogonUI.exe
FileVersion: 6.1.7601.17514 (win7sp1_rtm.101119-1850)
Description: Windows Logon User Interface Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: logonui.exe
CommandLine: ""LogonUI.exe"" /flags:0x1
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-74F7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=3EF0D8AB08385AAB5802E773511A2E6A,SHA256=1A7EE4BC646767004372EAEA9BC0A2071790E739101F7D25ECD9C95D3F29AFD6
ParentProcessGuid: {19FC45AC-74F6-601C-0000-001053590000}
ParentProcessId: 348
ParentImage: C:\Windows\System32\wininit.exe
ParentCommandLine: wininit.exe"
2021-02-05T02:02:00.377Z,2021-02-05T07:55:53.281Z
"{'entity_id': '{19FC45AC-A718-601C-0000-0010E6C02100}', 'command_line': 'cscript C:\\ProgramData\\System\\update.vbs install', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'pid': 532, 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'FlashPlayerUpdateService.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'executable': 'C:\\Windows\\System32\\wscript.exe', 'args': ['C:\\Program Files\\Mozilla Firefox\\uninstall\\helper.exe', '/UpdateShortcutAppUserModelIds'], 'pid': 2944, 'command_line': 'wscript.exe ""C"":\\\\\\Us""""ers\\\\Mustermann\\Desktop\\hello.j""s""e param', 'working_directory': 'C:\\BREACH\\', 'parent': {'executable': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'command_line': '""C:\\Program Files\\Mozilla Firefox\\firefox.exe"" -foreground', 'name': 'firefox.exe', 'args': ['C:\\Program Files\\Mozilla Firefox\\firefox.exe', '-foreground'], 'entity_id': '{19FC45AC-FA07-601C-0000-0010C0245900}', 'pid': 2380}, 'name': 'helper.exe', 'hash': {'md5': '9178bd65fc4f7ec665c799dc801d4f1e', 'sha256': '67ec19c47423b9afb9e84e56530ad59db07be36eb68c00edfaf5cb36a0f65ed8'}, 'entity_id': '{19FC45AC-FA09-601C-0000-001089405900}'}"
"{'user': 'SYSTEM', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'client1', 'hash': ['9178bd65fc4f7ec665c799dc801d4f1e', '67ec19c47423b9afb9e84e56530ad59db07be36eb68c00edfaf5cb36a0f65ed8']}"
"{'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'record_id': 1577, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'opcode': 'Info', 'computer_name': 'CLIENT3.breach.local', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'Product': 'Adobe® Flash® Player Update Service', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'LogonId': '0x3e7', 'OriginalFileName': '?', 'Company': 'Adobe Systems Incorporated', 'FileVersion': '18,0,0,194'}, 'api': 'wineventlog'}","{'computer_name': 'CLIENT1.breach.local', 'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5, 'process': {'pid': 1928, 'thread': {'id': 1716}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'api': 'wineventlog', 'event_data': {'Company': 'Mozilla Corporation', 'LogonGuid': '{19FC45AC-7690-601C-0000-002053FB0000}', 'FileVersion': '38.0.5', 'LogonId': '0xfb53', 'Description': 'Firefox Helper', 'OriginalFileName': 'helper.exe', 'TerminalSessionId': '1', 'IntegrityLevel': 'Medium', 'Product': 'Firefox'}, 'event_id': 1, 'record_id': 1567, 'opcode': 'Info', 'task': 'Process Create (rule: ProcessCreate)'}"
"{'type': ['start', 'process_start'], 'created': '2021-02-05T02:02:02.152Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'category': ['process']}","{'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-05T07:55:54.125Z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start']}"
"{'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d', 'md5': '1234a12b71dae034e45c714ae5a54412'}","{'md5': '9178bd65fc4f7ec665c799dc801d4f1e', 'sha256': '67ec19c47423b9afb9e84e56530ad59db07be36eb68c00edfaf5cb36a0f65ed8'}"
"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3'}","{'name': 'CLIENT1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT1', 'ephemeral_id': '486f7872-9118-4349-8630-511973cdbf72', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}"
"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'name': 'CLIENT3.breach.local', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}}","{'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT1', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'name': 'CLIENT1.breach.local', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101']}"
"Process Create:
RuleName: 
UtcTime: 2021-02-05 02:02:00.377
ProcessGuid: {19FC45AC-A718-601C-0000-0010E6C02100}
ProcessId: 532
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-76E7-601C-0000-001081630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe","Process Create:
RuleName: 
UtcTime: 2021-02-05 07:55:53.281
ProcessGuid: {19FC45AC-FA09-601C-0000-001089405900}
ProcessId: 2944
Image: C:\Program Files\Mozilla Firefox\uninstall\helper.exe
FileVersion: 38.0.5
Description: Firefox Helper
Product: Firefox
Company: Mozilla Corporation
OriginalFileName: helper.exe
CommandLine: ""C:\Program Files\Mozilla Firefox\uninstall\helper.exe"" /UpdateShortcutAppUserModelIds
CurrentDirectory: C:\BREACH\
User: BREACH\client1
LogonGuid: {19FC45AC-7690-601C-0000-002053FB0000}
LogonId: 0xfb53
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=9178BD65FC4F7EC665C799DC801D4F1E,SHA256=67EC19C47423B9AFB9E84E56530AD59DB07BE36EB68C00EDFAF5CB36A0F65ED8
ParentProcessGuid: {19FC45AC-FA07-601C-0000-0010C0245900}
ParentProcessId: 2380
ParentImage: C:\Program Files\Mozilla Firefox\firefox.exe
ParentCommandLine: ""C:\Program Files\Mozilla Firefox\firefox.exe"" -foreground"
"{'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}","{'domain': 'BREACH', 'name': 'client1'}"
2021-02-05T02:02:00.377Z,2021-02-04T22:36:24.359Z
